labels,gender,source,path
neutral,female,TESS,Tess/OAF_neutral/OAF_when_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_thin_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_soap_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_germ_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_life_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_jail_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_knock_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_get_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_deep_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_hash_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_mode_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_raid_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_yes_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_youth_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_sell_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_bath_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_have_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_page_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_met_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_kite_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_take_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_near_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_check_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_kill_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_lean_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_gin_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_tell_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_rain_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_far_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_turn_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_chief_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_bone_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_sub_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_dog_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_vote_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_week_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_cool_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_calm_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_size_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_bar_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_lease_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_rot_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_luck_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OA_bite_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_cheek_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_fail_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_pole_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_pad_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_mill_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_shout_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_match_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_bean_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_dime_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_love_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_laud_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_hurl_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_soup_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_witch_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_red_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_room_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_king_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_gap_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_chair_neutral.wav
neutral,female,TESS,Tess/OAF_neutral/OAF_vine_neutral.wav
angry,female,TESS,Tess/YAF_angry/YAF_numb_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_seize_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_pick_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_mouse_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_whip_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_mop_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_pearl_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_turn_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_nag_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_near_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_chain_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_check_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_fail_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_which_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_lot_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_read_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_rough_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_haze_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_choice_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_mode_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_boat_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_soap_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_lore_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_ripe_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_bar_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_note_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_third_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_red_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_lid_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_reach_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_late_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_pain_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_neat_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_peg_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_life_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_sure_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_join_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_room_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_vote_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_fall_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_ditch_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_talk_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_bite_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_mess_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_doll_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_judge_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_sub_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_tire_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_goose_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_hit_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_pass_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_shall_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_wag_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_juice_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_lease_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_gas_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_lean_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_puff_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_hush_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_rat_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_tool_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_jail_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_hurl_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_bought_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_sail_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_size_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_dime_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_phone_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_mob_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_deep_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_yes_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_pad_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_cab_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_such_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_shawl_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_rag_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_ton_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_home_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_soup_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_shack_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_road_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_thought_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_bath_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_rose_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_fat_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_hash_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_when_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_dab_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_death_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_white_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_jar_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_team_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_love_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_gaze_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_kite_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_gin_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_hall_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_wire_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_limb_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_wash_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_mood_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_tip_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_void_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_book_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_said_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_pool_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_young_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_dog_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_king_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_hire_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_take_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_calm_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_gap_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_youth_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_have_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_rot_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_tape_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_make_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_raise_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_fit_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_ring_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_keg_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_rush_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_burn_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_luck_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_far_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_get_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_name_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_dead_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_chair_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_lose_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_beg_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_date_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_five_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_raid_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_rain_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_met_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_keen_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_chat_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_food_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_mill_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_dodge_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_dip_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_cause_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_back_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_wheat_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_tough_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_shout_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_laud_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_live_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_came_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_yearn_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_gun_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_loaf_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_pole_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_long_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_learn_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_cool_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_thumb_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_perch_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_should_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_germ_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_cheek_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_tell_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_search_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_sell_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_kick_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_chalk_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_hole_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_vine_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_door_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_nice_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_chief_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_goal_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_page_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_south_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_jug_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_bean_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_hate_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_wife_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_good_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_kill_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_time_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_merge_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_bone_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_moon_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_voice_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_base_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_match_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_knock_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_keep_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_half_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_shirt_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_witch_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_sour_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_walk_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_thin_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_week_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_pike_angry.wav
angry,female,TESS,Tess/YAF_angry/YAF_sheep_angry.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_date_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_rag_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_raise_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_ditch_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_door_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_note_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_pearl_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_search_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_late_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_peg_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_ring_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_tool_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_puff_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_dip_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_walk_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_lot_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_knock_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_jug_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_home_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_dab_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_tire_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_road_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_burn_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_make_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_mood_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_mess_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_cab_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_shawl_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_wife_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_chain_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_base_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_judge_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_came_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_rat_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_beg_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_choice_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_hit_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_hole_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_time_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_five_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_sheep_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_half_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_hush_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_whip_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_pick_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_voice_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_jar_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_numb_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_pike_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_back_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_goal_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_fit_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_cheek_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_name_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_sour_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_shout_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_match_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_moon_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_pool_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_long_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_gun_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_live_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_hate_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_thought_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_witch_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_nag_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_nice_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_hall_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_lore_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_talk_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_read_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_bought_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_such_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_good_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_sail_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_chair_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_keen_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_youth_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_tape_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_team_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_sure_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_book_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_food_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_limb_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_wire_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_check_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_loaf_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_lid_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_fall_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_ton_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_join_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_mop_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_doll_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_chief_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_keg_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_should_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_lose_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_lease_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_wash_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_soup_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_dodge_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_met_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_learn_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_yes_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_room_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_south_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_vine_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_yearn_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_king_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_bite_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_seize_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_merge_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_luck_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_far_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_shirt_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_mill_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_fail_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_pole_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_gin_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_mouse_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_dime_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_love_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_bar_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_rot_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_bean_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_hurl_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_sub_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_dog_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_laud_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_shack_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_pad_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_rain_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_tell_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_turn_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_juice_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_vote_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_cool_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_week_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_bone_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_rough_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_calm_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_size_disgust.wav
disgust,female,TESS,Tess/YAF_disgust/YAF_sell_disgust.wav
